COD_ETU;Note : TLMP1104;Résultat : TLMP1104;Session : TLMP1104;Année : TLMP1104;Note : TLMP1204;Résultat : TLMP1204;Session : TLMP1204;Année : TLMP1204;Note : TLMP1304;Résultat : TLMP1304;Session : TLMP1304;Année : TLMP1304;Note : TLMP1404;Résultat : TLMP1404;Session : TLMP1404;Année : TLMP1404;Note : TLMP1504;Résultat : TLMP1504;Session : TLMP1504;Année : TLMP1504;Note : TLMP1604;Résultat : TLMP1604;Session : TLMP1604;Année : TLMP1604;Note : TLMP1004;Résultat : TLMP1004;Session : TLMP1004;Année : TLMP1004;Note : TLMP2104;Résultat : TLMP2104;Session : TLMP2104;Année : TLMP2104;Note : TLMP2204;Résultat : TLMP2204;Session : TLMP2204;Année : TLMP2204;Note : TLMP2304;Résultat : TLMP2304;Session : TLMP2304;Année : TLMP2304;Note : TLMP2404;Résultat : TLMP2404;Session : TLMP2404;Année : TLMP2404;Note : TLMP2504;Résultat : TLMP2504;Session : TLMP2504;Année : TLMP2504;Note : TLMP2604;Résultat : TLMP2604;Session : TLMP2604;Année : TLMP2604;Note : TLMP2004;Résultat : TLMP2004;Session : TLMP2004;Année : TLMP2004
17005612;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;0;NRA;1;2021;10.25;V;1;2017;10;V;2;2017;5 042;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10.75;V;1;2017;1 792;NV;2;2021
17005679;7;AC;2;2017;9;AC;2;2017;10;V;2;2017;10;V;1;2017;17.75;V;1;2017;18 375;V;1;2017;12 021;V;2;2017;10;V;2;2017;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2017;17.25;V;1;2017;6 208;NV;2;2021
17005770;10.1;V;1;2019;10;V;2;2019;5;NV;2;2021;7.5;NV;2;2021;10;V;1;2017;10 375;V;1;2017;8 829;NV;2;2021;8;AC;2;2019;8.6;AC;2;2019;12;V;1;2019;14.6;V;1;2019;12;V;1;2019;10.25;V;1;2017;10 908;V;2;2019
17005780;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;10;V;2;2018;15;V;1;2017;10.25;V;1;2017;7 542;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12 375;V;1;2017;2 063;NV;2;2021
17005810;10;V;2;2018;15.4;V;1;2018;0;NRA;1;2021;14.7;V;1;2018;10;V;2;2017;12;V;1;2017;10.35;NV;2;2021;10;V;2;2017;10.2;V;1;2019;14;V;1;2019;11;V;1;2018;0;NRA;1;2021;10 125;V;1;2018;9 221;NV;2;2021
17005877;10;V;1;2019;13;V;1;2020;12;V;1;2020;7;AC;2;2021;11.25;V;1;2017;13.25;V;1;2017;11 083;V;2;2021;13.3;V;1;2017;17;V;1;2019;10;V;2;2018;16.6;V;1;2019;10.9;V;1;2017;13 875;V;1;2017;13 613;V;1;2019
17007981;10.05;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2017;10;V;2;2017;5 008;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10.1;V;1;2017;10 125;V;1;2017;3 371;NV;2;2021
18002553;7;AC;2;2018;10;V;2;2018;10;V;1;2018;8.5;AC;2;2018;10 375;V;1;2018;14 625;V;1;2018;10 083;V;2;2018;0;NRA;1;2021;11.25;V;1;2018;10;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;13.25;V;1;2018;5.75;NV;2;2021
18002696;10.75;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10;V;1;2018;14.25;V;1;2018;7.5;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18002712;10.2;V;1;2019;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10.5;V;1;2018;6 783;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11.5;V;1;2018;1 917;NV;2;2021
18002965;10.05;V;1;2018;10.2;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2018;14.75;V;1;2018;7 667;NV;2;2021;12.05;V;1;2018;8;AC;2;2019;10;V;2;2018;10;V;1;2019;11.8;V;1;2018;13 875;V;1;2018;10 954;V;2;2019
18003076;15.3;V;1;2018;0;NRA;1;2021;10;V;1;2018;10;V;2;2018;10;V;2;2018;16.25;V;1;2018;10 258;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;13.5;V;1;2018;2.25;NV;2;2021
18003107;10;V;2;2018;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10.5;V;1;2018;14.5;V;1;2018;7.5;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15.75;V;1;2018;2 625;NV;2;2021
18003319;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12 625;V;1;2018;12.25;V;1;2018;4 146;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;13;V;1;2018;2 167;NV;2;2021
18003407;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;13 625;V;1;2018;13.5;V;1;2018;4 521;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12 125;V;1;2018;2 021;NV;2;2021
18003967;10.4;V;1;2018;3;NV;2;2021;6.5;NV;2;2021;5.25;NV;2;2021;10;V;2;2018;11.5;V;1;2018;7 775;NV;2;2021;17;V;1;2019;15;V;1;2019;17;V;1;2019;20;V;1;2019;18;V;1;2019;12.5;V;1;2018;16 583;V;1;2019
18003990;12.5;V;1;2021;10;V;2;2021;11;V;1;2021;12;V;1;2021;10;V;1;2018;10;V;2;2018;10 917;V;2;2021;10.35;V;1;2018;10;V;2;2018;10;VAR;2;2021;10;V;2;2018;10;VAR;2;2021;0;NRA;1;2021;8 392;NV;2;2021
18004007;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2018;10;V;2;2018;5 167;NV;2;2021;15;V;1;2019;10;V;1;2019;10;V;2;2019;13.5;V;1;2019;14;V;1;2019;10;V;1;2019;12 083;V;2;2019
18004481;10;V;2;2021;10;V;2;2020;8.5;AC;2;2021;7;AC;2;2021;12.5;V;1;2020;12.5;V;1;2019;10 083;V;2;2021;14;V;1;2019;14;V;1;2019;10;V;2;2019;11.2;V;1;2019;14;V;1;2019;13.5;V;1;2019;12 783;V;2;2019
18005094;0;NRA;1;2021;10;V;1;2019;10;V;2;2019;0;NRA;1;2021;10;V;2;2019;10;V;2;2019;6 667;NV;2;2021;13;V;1;2019;12;V;1;2019;0;NRA;1;2021;13.2;V;1;2019;12;V;1;2019;0;NRA;1;2021;8 367;NV;2;2021
18006162;0;NRA;1;2021;11.2;V;1;2018;10;V;1;2018;0;NRA;1;2021;10;V;2;2018;15;V;1;2018;7.7;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;17.5;V;1;2018;4 583;NV;2;2021
18006699;10;V;1;2021;10;V;2;2021;10;V;2;2019;10.5;V;1;2021;11.5;V;1;2019;14;V;1;2018;11;V;2;2021;11.7;V;1;2018;7.8;AC;2;2019;10;V;2;2019;18.6;V;1;2019;10;V;2;2018;10;V;2;2018;11.35;V;2;2019
18008934;10;V;2;2018;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;13.5;V;1;2018;5 583;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10;V;2;2018;10.75;V;1;2018;5 125;NV;2;2021
18008960;10;V;1;2020;10;V;2;2020;2.5;NV;2;2021;3;NV;2;2021;10.5;V;1;2020;10 125;V;1;2018;7 688;NV;2;2021;2;NV;2;2021;3.6;NV;2;2021;10;V;1;2019;2;NV;2;2021;14;V;1;2019;10;V;1;2020;6 933;NV;2;2021
18009043;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10;V;2;2018;10;V;2;2018;5;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;11.75;V;1;2018;3 625;NV;2;2021
18009118;10.05;V;1;2019;10;V;2;2018;10;V;2;2018;10.7;V;1;2018;10.25;V;1;2018;0;NRA;1;2021;8.5;NV;2;2021;11;V;1;2019;12;V;1;2019;10;V;2;2019;15.3;V;1;2019;14;V;1;2019;0;NRA;1;2021;10 383;NV;2;2021
18009431;0;NRA;1;2021;11.2;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;12.5;V;1;2018;0;NRA;1;2021;3.95;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18009796;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;16.25;V;1;2018;4 375;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;10.1;V;1;2018;11;V;1;2018;5 183;NV;2;2021
18009797;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;0;NRA;1;2021;10 625;V;1;2018;12.75;V;1;2018;5 563;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;12 875;V;1;2018;3 813;NV;2;2021
18010025;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10.5;V;1;2018;3 417;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;1 667;NV;2;2021
18010277;10.4;V;1;2018;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;5 067;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18010538;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15.5;V;1;2019;2 583;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12;V;1;2019;0;NRA;1;2021;2;NV;2;2021
18011547;10;V;1;2019;10;V;2;2020;7;AC;2;2021;7;AC;2;2021;10;V;2;2018;11;V;1;2018;9 167;AC;2;2021;10;V;2;2018;10;V;2;2018;10;V;1;2018;17.2;V;1;2019;10;V;2;2018;10;V;2;2018;11.2;V;1;2019
19001177;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11.5;V;1;2019;1 917;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19001206;11;V;1;2021;10;V;2;2019;6;NV;2;2021;0;NRA;1;2021;8;NV;2;2021;13;V;1;2019;8;NV;2;2021;10;V;2;2019;7.8;AC;2;2019;10;V;1;2019;11.8;V;1;2019;14;V;1;2019;15;V;1;2019;11 433;V;2;2019
19001229;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;14.25;V;1;2019;2 375;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19001435;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;13;V;1;2020;2 167;NV;2;2021;10;V;2;2019;12.2;V;1;2019;10;V;1;2019;14.6;V;1;2019;12;V;1;2019;11.5;V;1;2019;11 717;V;2;2019
19002254;10;V;2;2020;14;V;1;2020;10.5;V;1;2020;9;AC;2;2020;10 125;V;1;2019;17;V;1;2020;11 771;V;2;2020;13;V;1;2019;12;V;1;2019;10;V;2;2019;2;NV;2;2021;14;V;1;2019;13;V;1;2020;10 667;NV;2;2021
19002304;10;V;2;2021;5.5;NV;2;2021;4.5;NV;2;2021;5;NV;2;2021;8;NV;2;2021;14;V;1;2021;7 833;NV;2;2021;7;AC;2;2019;10;V;1;2019;13;V;1;2019;8;AC;2;2019;12;V;1;2019;10;V;2;2019;10;V;2;2019
19002323;10;V;2;2021;10;V;2;2020;10;V;2;2020;7;AC;2;2021;12.25;V;1;2019;14.75;V;1;2019;10 667;V;2;2021;11;V;1;2019;10;V;2;2019;10;V;2;2019;15.1;V;1;2019;10;V;2;2019;15;V;1;2019;11.85;V;2;2019
19002742;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;10;V;1;2020;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;1 667;NV;2;2021
19003237;10;V;1;2019;16;V;1;2019;16.6;V;1;2019;10;V;2;2019;13.5;V;1;2019;16.5;V;1;2019;13 767;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19003242;10;V;2;2021;10;V;2;2019;11;V;1;2020;2.5;NV;2;2021;5;NV;2;2021;13;V;1;2019;8 583;NV;2;2021;15;V;1;2019;10.2;V;1;2019;14;V;1;2019;16.4;V;1;2019;18;V;1;2019;13.5;V;1;2019;14 517;V;1;2019
19004214;0;NRA;1;2021;10;V;2;2019;0;NRA;1;2021;10;V;2;2019;10;V;2;2019;13;V;1;2019;7 167;NV;2;2021;14;V;1;2019;10;V;2;2019;13;V;1;2019;18;V;1;2019;16;V;1;2019;12;V;1;2019;13 833;V;2;2019
19004243;7;NV;2;2021;11;V;1;2020;3.5;NV;2;2021;8.75;NV;2;2021;10;V;2;2019;16;V;1;2019;9 375;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;13;V;1;2020;2 167;NV;2;2021
19004307;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;3 333;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12.75;V;1;2019;18;V;1;2019;0;NRA;1;2021;5 125;NV;2;2021
19004420;10;V;2;2021;10.5;V;1;2021;2.5;NV;2;2021;4.25;NV;2;2021;10.5;V;1;2020;10.75;V;1;2019;8 083;NV;2;2021;10;V;2;2019;10;V;1;2019;10;V;2;2019;8.3;AC;2;2019;16;V;1;2019;13.5;V;1;2019;11.3;V;2;2019
19004502;10;V;2;2019;10;V;2;2019;11.1;V;1;2019;10;V;2;2019;9.75;AC;2;2019;14.5;V;1;2019;10 892;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;0;NRA;1;2021;1 667;NV;2;2021
19004724;0;NRA;1;2021;10.6;V;1;2020;0;NRA;1;2021;0;NRA;1;2021;12.5;V;1;2020;16.5;V;1;2019;6.6;NV;2;2021;10;V;2;2019;7;AC;2;2019;10;V;1;2019;11.8;V;1;2019;10;V;2;2019;15;V;1;2019;10 633;V;2;2019
19004786;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10.5;V;1;2019;1.75;NV;2;2021;9;AC;2;2019;8;AC;2;2019;10;V;1;2019;13.2;V;1;2019;18;V;1;2019;12;V;1;2019;11.7;V;2;2019
19004792;10;V;2;2020;10.5;V;1;2021;2.5;NV;2;2021;7;NV;2;2021;10;V;1;2021;10;V;2;2019;8 333;NV;2;2021;13;V;1;2019;10;V;2;2019;10;V;1;2019;15.7;V;1;2019;18;V;1;2019;10;V;1;2019;12 783;V;2;2019
19004867;7;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15.5;V;1;2019;3.75;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19005092;10;V;2;2020;1;NV;2;2021;10;V;1;2020;0;NRA;1;2021;0;NRA;1;2021;12;V;1;2020;5.5;NV;2;2021;10;V;2;2019;8;AC;2;2019;15;V;1;2019;11;V;1;2019;18;V;1;2019;11;V;1;2019;12 167;V;2;2019
19005160;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;12.4;V;1;2019;12.25;V;1;2019;1;NV;2;2021;5 942;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19005228;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;0;NRA;1;2021;.4;NV;2;2021;0;NRA;1;2021;12.3;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;2 117;NV;2;2021
19005398;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;13.5;V;1;2019;3 917;NV;2;2021;10;V;2;2019;14;V;1;2019;10;V;1;2019;13.9;V;1;2019;14;V;1;2019;13;V;1;2019;12 483;V;2;2019
19005441;8;AC;2;2021;11.4;V;1;2020;10;V;2;2020;12;V;1;2021;10;V;2;2020;13;V;1;2020;10 733;V;2;2021;10;V;2;2019;10.2;V;1;2019;16;V;1;2019;15;V;1;2019;10;V;2;2019;13.5;V;1;2019;12.45;V;2;2019
19005462;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2020;1 667;NV;2;2021;13;V;1;2019;12;V;1;2019;14;V;1;2019;13.7;V;1;2019;10;V;2;2019;11.5;V;1;2019;12 367;V;2;2019
19005509;7;NV;2;2021;5;NV;2;2021;3.5;NV;2;2021;4;NV;2;2021;10;V;2;2020;13;V;1;2020;7 083;NV;2;2021;7;AC;2;2019;10;VAR;2;2020;10;V;1;2020;9;AC;2;2019;;;;;16;V;1;2020;10.1;V;2;2019
19005528;0;NRA;1;2021;10.2;V;1;2020;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12;V;1;2020;3.7;NV;2;2021;11;V;1;2019;17;V;1;2019;15;V;1;2019;17.2;V;1;2019;18;V;1;2019;12;V;1;2019;15 033;V;1;2019
19005542;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;10;V;1;2019;16;V;1;2019;6;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15;V;1;2019;2.5;NV;2;2021
19008158;11;V;1;2021;11.5;V;1;2020;10;V;2;2021;7.5;AC;2;2021;10;V;1;2021;10;V;1;2020;10;V;2;2021;7.5;AC;2;2021;15;V;1;2021;13.5;V;1;2021;14.5;V;1;2020;10;VAR;2;2021;10;VAR;2;2020;11.75;V;2;2021
19008200;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;17;V;1;2019;10.5;V;1;2019;4 583;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;15;V;1;2019;4 167;NV;2;2021
19008280;10;V;2;2021;13;V;1;2020;6.5;NV;2;2021;2.5;NV;2;2021;10;V;1;2019;16;V;1;2019;9 667;NV;2;2021;10;V;1;2019;13;V;1;2019;10;V;1;2019;11.7;V;1;2019;10;V;1;2019;13.5;V;1;2019;11 367;V;1;2019
19008438;10;V;2;2021;10;V;2;2020;10;V;2;2021;7;AC;2;2021;12;V;1;2020;16;V;1;2020;10 833;V;2;2021;11 125;V;1;2021;10.5;V;1;2020;10;VAR;2;2020;8.5;AC;2;2021;10;VAR;2;2021;17;V;1;2020;11 188;V;2;2021
19008749;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;14;V;1;2019;2 333;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19008762;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15.75;V;1;2019;2 625;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19008900;10;V;2;2021;0;NRA;1;2021;10;V;2;2020;5;NV;2;2021;10.5;V;1;2019;14.5;V;1;2019;8 333;NV;2;2021;15;V;1;2019;13;V;1;2019;15;V;1;2019;19.3;V;1;2019;20;V;1;2019;15;V;1;2019;16 217;V;1;2019
19008912;10;V;2;2021;11;V;1;2020;10;V;2;2021;7;AC;2;2021;10;V;2;2019;14;V;1;2019;10 333;V;2;2021;12;V;1;2019;10;V;1;2019;13;V;1;2019;14.6;V;1;2019;18;V;1;2019;10;V;2;2019;12 933;V;2;2019
19008942;7;NV;2;2021;1;NV;2;2021;10;V;1;2020;2.5;NV;2;2021;10;V;1;2020;11;V;1;2020;6 917;NV;2;2021;0;NRA;1;2021;.4;NV;2;2021;.5;NV;2;2021;1;NV;2;2021;.67;NV;2;2021;14;V;1;2020;2 762;NV;2;2021
19009151;13;V;1;2020;10;V;2;2021;3.5;NV;2;2021;3;NV;2;2021;15;V;1;2020;12.5;V;1;2019;9.5;NV;2;2021;15;V;1;2019;10;V;2;2019;10;V;2;2019;12.2;V;1;2019;18;V;1;2019;10;V;2;2019;12 533;V;2;2019
19009174;0;NRA;1;2021;0;NRA;1;2021;2;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;2;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2019;1 833;NV;2;2021
19009217;10;V;2;2021;5;NV;2;2021;10;V;2;2020;5;NV;2;2021;11;V;1;2020;13.5;V;1;2019;9 083;NV;2;2021;14;V;1;2019;10;V;1;2019;14;V;1;2019;16.4;V;1;2019;18;V;1;2019;15;V;1;2019;14 567;V;1;2019
19009239;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;1;NV;2;2021;.167;NV;2;2021;10;V;1;2019;12;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;0;NRA;1;2021;5 333;NV;2;2021
19009240;0;NRA;1;2021;10;V;2;2019;12.6;V;1;2019;10;V;1;2019;11;V;1;2019;1;NV;2;2021;7 433;NV;2;2021;15;V;1;2019;0;NRA;1;2021;10;V;1;2019;10;V;2;2019;10;V;2;2019;0;NRA;1;2021;7.5;NV;2;2021
